"","score","text"
"799",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/ROURkknSV0"
"800",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/xBT6tNxWzN"
"801",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/cIj2To1jks"
"802",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/87SVOgpkG5"
"803",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/XzhjZ4N3zu"
"804",1,"Voila! Instant exposure through our Social Media network of over 5 million. 'Awareness is the key to a successful m https://t.co/hpn65mikhw"
"805",0,"And the rush of a big city...

#NYC #TimeSquare #NewYork #Rush #BigCity @ New York, New York https://t.co/Se9qmg0Wdl"
"806",0,"Lots of fun in the Falls at Christmas! 
#livenf #makersmarket #niagarafalls #newyork https://t.co/OQTiOae4T7"
"807",1,"Have you visited our #Facebook page? Follow along for #fun, informative updates! https://t.co/e8mDJhuiRJ https://t.co/Hsin5OsdkV"
"808",0,"Be safe today! Its snowing and many reckless drivers out there!! #lawyer #attorney #newyork https://t.co/JT0BC1aVnr"
"809",1,"#CollegeHoliday #NewYork #SantaClaus #sensitivity College Holiday decorations should B culturally sensitive &amp; inclusive https://www.da..."
"810",1,"Obligatory Look how pretty it is outside my window pic. #newyork #firstsnow #nyc https://t.co/rmrKlaMcjy"
"811",2,"New York in the snow is pretty dang magical. #nyc #newyork #newyorkcity #manhattan https://t.co/5mP7Gz7opV"
"812",1,"Can you recommend anyone for this #job in #NewYork, NY? https://t.co/CBNawUlVAD #BusinessMgmt #Hiring"
"813",3,"feeling like the luckiest girl alive right now! #newyork #snow #winter #centralpark  https://t.co/XrVizfrlWU"
"814",-1,"Is Your Cocktail Making You Sick? https://t.co/9pH8OBHuvD Via @NYTimesCC #NewYork #NYC #Life"
"815",0,"Running through New York streets in the snow racing to get to a broadway show and we made it! #misssaigon #newyork #snow #amazingrace"
"816",3,"#SaturdaySoundtrack My new song REMEMBER TO BREATHE about #Encouragement, #Advice and #Compassion, Sweet review too https://t.co/kwAFlHXHLO"
"817",1,"#NYC #NewYork See the world and make memories and find your Happy Place... life is too short not to experience An A https://t.co/q9qlb2STeJ"
"818",0,"International Tax Director - #NewYork , NY (https://t.co/q3HTSXxadX) Get Tax Jobs"
"819",2,"7 fun, free things to do in #NewYork City  on #NewYearsEve this year 

 https://t.co/EjCb8wlKEg https://t.co/mq3qHnSFfe"
"820",0,"This #job might be a great fit for you: Third Party Risk Analyst - https://t.co/VnBda9YE6u #TopTechJobs #BusinessMgmt #NewYork, NY #Hiring"
"821",3,"#Coffee. Delicious. Sweet. Black. There really are plenty of versions of this delicious drink and so many places in https://t.co/5VDtBWjuel"
"822",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/c5O8T9BsrE #Dancehall #Reggae #Music https://t.co/HjJ7AgSPHd"
"823",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/FhPkgOHsP5 #Dancehall #Reggae #Music https://t.co/wmYC3LEtKB"
"824",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/ZPKMkYoEYE #Dancehall #Reggae #Music https://t.co/b1QBvIdQtr"
"825",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/LY6xm6juIA #Dancehall #Reggae #Music https://t.co/509nIx58is"
"826",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/3YUC3CiTtA #Dancehall #Reggae #Music https://t.co/rX0dWmhi5a"
"827",-1,"Have you heard @KashuJa ""Angry Now"" ? Download it on #MediaFire : https://t.co/cLaXosp1w3 #Dancehall #Reggae #Music https://t.co/F8RuEirS5a"
"828",0,"If the Yankees increase the price of each ticket by $65.. just for this season..they can cover the FULL cost of Sta https://t.co/zc4TWNTSLy"
"829",0,"Snow day on the train. 

#SnowDay #1Train #Manhattan #NewYorkCity #NewYork #NYC @ 191st and St https://t.co/Bcrsg85Bc1"
"830",0,"Snowing In #newyork #fallsnow #winterscoming https://t.co/7f9VfwevsB"
"831",0,"Cause weekend... #weekend #ochi #jamaica #kingston #newyork #nyc #london #paris #milan #toronto https://t.co/tPDugM6red"
"832",1,"Stroll into #SaturdayNight looking fly and with clear vision.

#eyeqoptical #eyes #optometry #optometrist https://t.co/AJtteakwYC"
"833",0,"Offering thoughts and prayers for #WillistonPark #NewYork - #PrayForWillistonPark"
"834",0,"Click only if you want to save on Flights and Hotels quotation
https://t.co/CPHuGlQ44w

#hotels #booking #travel https://t.co/PSXsdHxDQv"
"835",1,"Want to work at 360i? We're #hiring in #NewYork, NY! Click for details: https://t.co/mISbEjNXz3 #Marketing #Job #Jobs #CareerArc"
"836",0,".@nyctravelertv on #Periscope: Upper Westside New York, #Snow #NewYork #nyc #Travel https://t.co/1sG6yNEieL"
"837",0,"The first snowfall of the season. #newyork #winter #nofilter @ Clinton Hill, Brooklyn https://t.co/kbWlTwFlTf"
"838",2,"Kudos to @eddiespike who has brought us so many impressions of beautiful #NewYork churches recently. Have a Blessed https://t.co/R4tMrADHEQ"
"839",-1,"*** Man Allegedly Grabs Woman from Behind, Flees When She Puts Gun to His Stomach.        https://t.co/jl3ZfhnfUf https://t.co/Kca3BZON19"
"840",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/rUaFqqxxy5 #wsj #nytimes https://t.co/4s7UQa74gi"
"841",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/P4FsEwqNd4 #wsj #nytimes https://t.co/5bhv8R4N36"
"842",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/HxODpC5FvB #wsj #nytimes https://t.co/DbxdwH3zxM"
"843",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/a3wcK3huIv #wsj #nytimes https://t.co/NREK0qPjeq"
"844",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/KbvkGnzwU6 #wsj #nytimes https://t.co/1u8exexKZ4"
"845",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/VFlmTBJptg #wsj #nytimes https://t.co/NEaWzuRAJ9"
"846",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/qurteYSrI9 #wsj #nytimes https://t.co/JmjYDLbidV"
"847",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/7f3uPOnxbT #wsj #nytimes https://t.co/hASjTr5CEy"
"848",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/BEioqRQO1G #wsj #nytimes https://t.co/pCUOcm7OOp"
"849",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/DU4CteUDDT #wsj #nytimes https://t.co/z4RVDqlFT5"
"850",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/wgYC8eaCKb #wsj #nytimes https://t.co/zHYKyEMPvk"
"851",0,"Put an end to spray &amp; pray emailing and start conversations that engage..
https://t.co/p22DMzBD0S #wsj #nytimes https://t.co/kZVRm0YNaC"
"852",0,"#OTD I started #NewYork's first daily newspaper. #nobigdeal https://t.co/T2BQR4t0bk"
"853",1,"New @therealjuicyj Rubba Band Business out now! Make sure you support it! #newmusicfriday #memphis #NASHVILLE https://t.co/dAUT2OhCNo"
"854",1,"This #job might be a great fit for you: Financial Planning amp; Analysis Manager - https://t.co/U6U86hcUwm #Finance https://t.co/uYaU2f0IGZ"
"855",2,"Snow branches .#newyork #yacht #apple #travel #beautiful #success #music #iphone https://t.co/MXyFZhgHUP"
"856",-3,"Drop or Not?
(Monster Preview)
#music #beats #hard #dark #drums #vibes #video #monster #newyork https://t.co/ZLrfR37oA7"
"857",0,".@nyctravelertv en #Periscope: Upper Westside New York, #Snow #NewYork #nyc #Travel https://t.co/y4K6fvA6DF"
"858",0,"Its snowing in #NewYork "
"859",-1,"*** Swedish Sex Crime Reports up 33 Per Cent.         https://t.co/TQwrF7cNbf  #NewYork #Brooklyn #Newark #DC https://t.co/b7asdWY9zR"
"860",0,"First snowfall of this winter  
Primera nevada de este invierno. #snowfall #newyork https://t.co/t0iPZpA9hM"
"861",0,"See our latest #NewYork, NY #job and click to apply: Japanese media company seeks an Editor-in-Chief for immediate https://t.co/E9iuqIlCHT"
"862",1,"Apply now to work for #Disney as Core #Systems #Engineer! (#NewYork) #job https://t.co/RF66xullAW #DisneyJobs https://t.co/vbj54OQMou"
"863",1,"@museummodernart #newyork  #art #firstsnow en MoMA The Museum of Modern Art https://t.co/ZQvnAke2yU"
"864",-1,"Hell on Earth! #shopping #maceys #newyork @ Macy's https://t.co/pBTGubv63P"
"865",0,"Song: (BARS-HALLUCINATORY)
Instrumental: A Yo Gotti Beat.

#musicforeveryone
#music #songs #hiphop #rap #remix https://t.co/TxpoXYLanF"
"866",0,"We're #hiring! Read about our latest #job opening here: Wireless Territory Representative - Part Time - https://t.co/P8w5rPU9qK"
"867",2,"Wow this pic of the P1-GTR is amazing Photo(@Staeldo) 
#marketing #marketingtips #currentlywearing #styleinspo https://t.co/PUfpF1CquK"
"868",-1,"Central Park is  #snow #NYC #NewYork #CentralPark #cold #snowpocalypse2017 https://t.co/t1pRf6RLnC"
"869",1,"Inflamax Research in New Jersey is looking for healthy volunteers to take part in a clinical research study. Overni https://t.co/lj0sFyVvNt"
"870",0,"Walking in a winter wonderland @evilninjastef _emilyleslie_ #newyork #centralpark #snow https://t.co/V0y7ysHYwg"
"871",0,"Reposting @widkenempire:
Autumn in New York, why does it seem so inviting? (@widkenempire)

____
#newyork #autumn https://t.co/De3mbgLsyj"
"872",0,"Hold up the sky for eternity... #atlas #rockefellercenter #manhattan #newyork #newyorkcity #nyc https://t.co/uapOCtapNk"
"873",0,"#Disney is hiring a #HR #Business Partner in #NewYork, apply now! #job https://t.co/pSQprWImbW #DisneyJobs https://t.co/yJlLH7M8vv"
"874",0,"https://t.co/zL4TRvEBzc #gigs4u #gigs Physician: Hospital in NY is Seeking a  Temporary  Anesthesiologist https://t.co/SLD7SteWzI"
"875",0,".@nyctravelertv on #Periscope: Upper Westside New York, #Snow #NewYork #nyc #Travel https://t.co/3aAQ9FltyZ"
"876",2,"please help #NewYork #Manhattan #NewYorkCity #newyorker #dogs are #family Take them #home and enjoy unconditional https://t.co/xAmtMQhogT"
"877",0,"Jarusalem is the Capital of Palestine!  #NewYork https://t.co/id1SdtT2Hp"
"878",0,"#NewYork: #WhoopingCough spike reported in Tompkins County - @WENYTV https://t.co/Kv0rgJEQYP"
"879",0,"#NewYork: #WhoopingCough spike reported in Tompkins County - @WENYTV https://t.co/PmmbfXC7up"
"880",4,"#Hiring a Lead Developer in New York! Work in the heart of the Big Apple and enjoy great culture (company lunches, https://t.co/3Yb8yBKqqA"
"881",0,"#jordans11 #Redwhite,#sz7,#Newyork, price to move asap https://t.co/bOy0IBWss8"
"882",0,"Chinatown   #chinatown #manhattan #newyork #nyc #snow #christmas #blancanavidad #viajeros https://t.co/7ynp9bT5Y7"
"883",0,"Walking in a winter wonderland. #NewYork #Selfie  https://t.co/qtxPoYG6BJ"
"884",0,"New York : la RATP ouvre son sightseeing tour https://t.co/KTYHj37frX #amerique #etatsunis #newyork"
"885",0," Our first snow in #newyork   @ Central Park Manhatan https://t.co/m2rq24JAKK"
"886",0,"Brooklyn's first snowfall for Fall 2017. It's so pretty  #NewYork  #NewYorkCity #NYC #NY https://t.co/vlzYkEdEbl"
"887",1,"Truly Beautiful #NewYork #Escort - #CallieCruz https://t.co/AsHwM2arzu You Are Only A Phone Call Away https://t.co/CS0G2cYa4G"
"888",-1,"Stanton better want to play in #NewYork.  He'll be losing a lot of money leaving #Florida."
"889",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/Xk2M1FWGf7"
"890",1,"Fun for all Surfing Santas https://t.co/as9ee8Ge1m
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/X82L6HUzO2"
"891",1,"Fun for all Surfing Santas https://t.co/kGNp0hwMtw
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/4bvH2PVyqU"
"892",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/qumTdLEdbM"
"893",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/rVQzdPDNl4"
"894",1,"Fun for all Surfing Santas https://t.co/KKubSZjJrB
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/DWQ1EZuZqo"
"895",1,"Fun for all Surfing Santas https://t.co/QTWprvEluU
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/K3yNBjSiXJ"
"896",1,"Fun for all Surfing Santas https://t.co/s8rydarZbH
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/1OA9AcnQ3Y"
"897",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/rEDdbxbF2z"
"898",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/tKVU5ToiOQ"
"899",1,"Fun for all Surfing Santas https://t.co/yc6Lh1jHrf
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters https://t.co/LXF9DxrGfo"
"900",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/bqiW5ZweKP"
"901",0,"Partially defaced, this #NewOrder ""It's OK to be White"" sticker is still legible on a bus stop in Troy, #NewYork. R https://t.co/WgRt6RGK9C"
"902",0,"Security Incidents December 2017 - New York #USA #NewYork #NewYorkCity #Manhattan #JerseyCity #NYSE #WallStreet https://t.co/zrNUVBxBlZ"
"903",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/pJhNlpAp75"
"904",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/iQzqhfo5hi"
"905",0,"#FirstDayOfSnow#Snow #Snowing #Harlem #NYC #NewYork #Winter #Snowstorm #Manhattan https://t.co/xoEXyPNndF"
"906",0,"#Save 50% #FallWreath  #Pumpkin Bow while supplies last! https://t.co/flSM1qI3t4 #share #retweet #PRstrong https://t.co/4gN8LA6yFZ"
"907",0,"JOIN Surfing Santas https://t.co/6mTLvJALLp
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/JssiQHCPgT"
"908",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/zv5vg5tXW3"
"909",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/YPc0XVh6TU"
"910",0,"JOIN Surfing Santas https://t.co/c4dflE18ZN
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/nUKJqKdWfS"
"911",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/MMVWPgqX4o"
"912",0,"JOIN Surfing Santas https://t.co/bXLe9Kmvdp
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/cKJAZTPJ7S"
"913",0,"JOIN Surfing Santas https://t.co/ePVxIEcMKB
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/TWBtx5525V"
"914",0,"JOIN Surfing Santas https://t.co/czmjkS17aF
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/7MzNkBwspr"
"915",0,"JOIN Surfing Santas https://t.co/AEmIYrE2li
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/rVFbMEaNfl"
"916",0,"JOIN Surfing Santas https://t.co/fqVr3U2Pi9
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/dtHlK69lc8"
"917",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/XZMR2IZyiZ"
"918",0,"JOIN Surfing Santas https://t.co/JNQGlkQ4qG
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/ieYP0qUEXp"
"919",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/mPoTJVjuC8"
"920",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/HDxV38xeov"
"921",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/SwCAcrhIen"
"922",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/UpLL8KXKnx"
"923",0,"JOIN Surfing Santas https://t.co/vRIdfseytM
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/bQsvffRNhr"
"924",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/MINAUZq0we"
"925",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/UVhmrkWiil"
"926",0,"JOIN Surfing Santas https://t.co/2E50np11X4
#Christmas #cocoa #beach #surfing #wsj #nytimes #reuters #thestreet https://t.co/YOwfeLn0fS"
"927",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/wHYqtskprH"
"928",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/IGUe0RE79a"
"929",1,"Will the #NorthEast see a #Christmas #Blizzard? #Buffalo and #Watertown #NewYork Updates as well as Snow in... https://t.co/s8raqdeodV"
"930",0,"#FirstDayOfSnow#Snow #Snowing #Harlem #NYC #NewYork #Winter #Snowstorm #Manhattan @ Harlem https://t.co/4UZgh1Ctg8"
"931",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/eewjEQqqor"
"932",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/IKCzQsFMWC"
"933",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/yUSi8dUzSU"
"934",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/vWTVDuyKvm"
"935",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/Fxzgiweqoc"
"936",1,"Donate to Center for Civic Values (CCV) is a 501(c)(3) nonprofit charitable and educational foundation that provide https://t.co/ylcjMPA8W4"
"937",1,"Walking in a winter wonder land 
#nyc #snow #newyork #brooklyn #prospectpark #winter #firstsnow https://t.co/P1ruT5hIUj"
"938",0,"Upper Westside New York, #Snow #NewYork #nyc #Travel https://t.co/A9ccnhO6ic"
"939",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/RZ8Fq21ixX"
"940",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/UfpHtgL1VF"
"941",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/WXWjMFoOi5"
"942",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/CTFLkjXtL3"
"943",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/acuZSfF1Hy"
"944",2,"The crucial element to better #Google #search ranking starts with speed. It doesn't get any faster than this. https://t.co/V7NN3CHpXy"
"945",0,"Let It Snow  #ManhattanBridge #NewYork #Holidays #FirstTimeSeeingSnow #ItsFreezing @ https://t.co/zEcr0lzNgd"
"946",0,"First snow in NYC #centralpark #centralparkmoments #nyc #newyork #newyorkcity #travel https://t.co/txZPkHc0XH"
"947",0,"White - 

#snow #centralpark #nyc #newyork #carlosvdh @ New York, New York https://t.co/kzxbrsYctT"
"948",2,"#SaxsFifthAve #NewYork beautiful displays. With the column of customers they have, management  had better provide a https://t.co/kouvYs0tyx"
"949",2,"Why smart cities need to become smarter about technology - https://t.co/GTFvriv1cs via @computerweekly #smartcity https://t.co/7U8dpk9sfx"
"950",1,"Spooks, Turkeys, and Jolly St. Nick! https://t.co/9JBzTKvRPB #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/DUEYTKveja"
"951",0,"RAZABRA,leather designer. Leather products from my heart and soul, they are inspired by the nature. https://t.co/xGTFwSzr6d"
"952",0,"We're #hiring! Read about our latest #job opening here: Knits and Sweater Associate Designer - https://t.co/B8CQdWD0AH"
"953",1,"#DonaldTrump: #CNN 'Least Trusted Name in News'       https://t.co/WmTJGXryDi  #LA #SanFrancisco #Seattle #Tacoma https://t.co/8mad3xqT0r"
"954",1,"It's snowing! I like it! #noselfiecontrol #snow #bronx #newyork https://t.co/nu4tpSyUlQ"
"955",0,"Libratone Q Adapt On-ear Headphone Review: this is what a 'made for Google' sticker gets you https://t.co/CY3n5X925J #job #newyork"
"956",0,"A visit to the @NYBG  #HolidayTrainShow is t3he perfect excuse to spend a day  @BXLittleItaly #ArthurAvenue #bronx https://t.co/lzet8aeI07"
"957",0,"Northeast USA #Recruiters &amp; #JobSeekers, join JCD NORTHEAST USA Job Seekers, #Careerists &amp; #Jobs Group on #LinkedIn https://t.co/Zmu4XgcdIF"
"958",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/TuTUMRvetL"
"959",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/tJnrE3T7vo"
"960",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/zURM9nfock"
"961",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/kyTERpdYMw"
"962",0,"New York City snow day.
.
.
#newyork #newyorkcity #ny #nyc #nyphotography #nycphotography #newyorkcityphotography https://t.co/fs5n72fSB0"
"963",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/eYzYH5qhml"
"964",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/BqHdpWKiJP"
"965",0,"Metatron $MRNJ and Sanguine Biotech Finalize Projects For Bitcoin and Marijuana focused Mobile Applications https://t.co/BRKqGChIr4"
"966",1,"Old Glory  #chryslerbuilding #americanflag #newyork #newyorkcity #nyclife #nyc https://t.co/JUyjWrw8EL"
"967",0,"Stay Hungry. Never Settle.

This New York Signature Tee by Morillo Enterprise will light the park inside you. https://t.co/uv61zutidB"
"968",3,"Kindness is like snow...It beautifies everything it covers! Fabulous day everyone.. Jody #ShowoffByDesign https://t.co/mSR6kPQjdM"
"969",1,"Want to work at iProspect Inc? We're #hiring in #NewYork, NY! Click for details: https://t.co/ZdQdS1vi0C #Finance #Job #Jobs #CareerArc"
"970",1,"#nowplaying Marc Antoine &amp; Tim Welvaars - Deixa (feat. Tim Welvaars) #nola #newyork #dallas #atlanta #houston #chicago #losangeles"
"971",0,"#Winter is finally upon us here in #NewYork ... https://t.co/RK2aCiXcHu"
"972",0,"Free Spirit is a sour farmhouse ale by @terrapinbeerco and @coppertail #newyork https://t.co/yBbF2b7UE2"
"973",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/ne536ncICU #Marketing #Hiring #CareerArc"
"974",1,"Free Beat Called - Go The Distance -  #freebeats #Newyork #hiphop

#FreeDownload. https://t.co/7CvGJnDSIz"
"975",1,"Free Beat Called - Go The Distance -  #freebeats #Newyork #hiphop

#FreeDownload. https://t.co/K5IiJyw0W7"
"976",0,"Real Estate Tax Director - #NewYork , NY (https://t.co/zVbLwDiIbh) Get Tax Jobs"
"977",-1,"12 Unflappable Restaurants to Experience While Visiting Sag Harbor, New York https://t.co/YiKvHKsVzi @I_LOVE_NY #ILOVENY #newyork"
"978",-2,"Struggling with addiction is hard. https://t.co/2CFW9g0TQD 
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/U4DXo0sJKk"
"979",1,"This #job might be a great fit for you: OPERATIONS MANAGER, EVS EVENINGS - https://t.co/LIunWa7BgP #FacilitiesMgmt #NewYork, NY #Hiring"
"980",0,"""Ghost"" making off @Xika_Mei #barcelona #newyork #krikmusic #pluton #ghost #newsong #song #singer #songwriter https://t.co/0Ub37MweeB"
"981",0,"Tomorrow! 
Looking forward to singing @fineandrarenyc with Misha Tsiganov &amp; Will Slater! 



#jazz #jazzbrunch https://t.co/Q6a1BbolIS"
"982",1,"Can you recommend anyone for this #job? Tech Recruiting Manager - https://t.co/Q8p7rZbzGI #HR #NewYork, NY #Hiring #CareerArc"
"983",0,"#NewYork Snow Fog 32F  Pressure: 1008.4 mb  Humidity: 92  Wind: Northeast 40 6.9 MPH https://t.co/k7ZU4nC3bY"
"984",0,"New #Music #Job in #NewYork, NY - Producer, Radio Program: https://t.co/oFtbOSm5Wr"
"985",1,"@ittn_ie Came down to check us out and share their thoughts. #gulliversgate is great for #FIT and #group clients. W https://t.co/IUcG4QeDIF"
"986",0,"RM Sothebys rolled through New York City this week with their car Icons sale!
 
Which one would you buy? https://t.co/QVdNHFzVVC"
"987",0,"Motivation - Reach your #potential.
.
.
#geek #nerd #tech #startup #programmer #programming #coder #coding #code https://t.co/mY4D0R5R3f"
"988",2,"  Paradise  #newyork #nyc #guitarcenter #music #singerandsongwriter #life #love #live https://t.co/gn74li7Len"
"989",1,"Want to track campaign success for your clients? Call me.
https://t.co/G1INludH6b #wsj #nytimes #reuters #bloomberg https://t.co/wrINR1jgsj"
"990",1,"Warren Buffett, George Soros and Peter Thiel have all staked their claim to the legal cannabis market, with good re https://t.co/X7uvM5MhRl"
"991",1,"Warren Buffett, George Soros and Peter Thiel have all staked their claim to the legal cannabis market, with good re https://t.co/aHbHWqb7ON"
"992",1,"Want to track campaign success for your clients? Call me.
https://t.co/40fJrzN0nc #wsj #nytimes #reuters #bloomberg https://t.co/wMAVsD1iGL"
"993",1,"Want to track campaign success for your clients? Call me.
https://t.co/yBX4YJaI8V #wsj #nytimes #reuters #bloomberg https://t.co/p0kEvGdEh7"
"994",1,"Want to track campaign success for your clients? Call me.
https://t.co/2sXUIaUhqp #wsj #nytimes #reuters #bloomberg https://t.co/loZ6N9pfK8"
"995",1,"Want to track campaign success for your clients? Call me.
https://t.co/c10OWdzabO #wsj #nytimes #reuters #bloomberg https://t.co/a5Njufgl3r"
"996",1,"Your Baby's #First #Holiday https://t.co/iD6KuajOxt via @parenting 

Make baby's first #Christmas more #memorable w https://t.co/4obGVFFqE1"
"997",1,"Check out our facebook page for information regarding future #fun events you can attend in the Long Island area. https://t.co/nk2ehyY4Ni"
"998",1,"Warren Buffett, George Soros and Peter Thiel have all staked their claim to the legal cannabis market, with good re https://t.co/rq4AYYlrhF"
"999",1,"Want to track campaign success for your clients? Call me.
https://t.co/cIbw3wn4Ct #wsj #nytimes #reuters #bloomberg https://t.co/3WP1SiCnqz"
"1000",1,"Want to track campaign success for your clients? Call me.
https://t.co/wswDEvLoyZ #wsj #nytimes #reuters #bloomberg https://t.co/P7nHm1itsF"
"1001",1,"Want to track campaign success for your clients? Call me.
https://t.co/V8xsThlKjl #wsj #nytimes #reuters #bloomberg https://t.co/SxRDFzGSp7"
